VendorID,ItemNumber,ItemRevision,RequiredQuantity,DueDate,ItemSupplyKey,VendorKey,ItemKey
050021,"91-8333-1",W ,2000,2017-12-15 00:00:00,288424963,29028,10222
050021,"91-8394-1",J ,3000,2017-11-17 00:00:00,285220150,29028,10236
050021,"92-0332-1",B ,5000,2017-08-18 00:00:00,288400961,29028,10244
050021,"92-0332-1",B ,5000,2017-11-24 00:00:00,288400963,29028,10244
050021,"933436",BQ,5000,2017-07-24 00:00:00,288400977,29028,10559
050021,"933448",ZC,1500,2017-07-31 00:00:00,288400979,29028,10577
050021,"933448",ZC,1500,2018-01-01 00:00:00,288400980,29028,10577
050021,"933466",ZC,1000,2017-07-31 00:00:00,285122013,29028,10592
050021,"933466",ZC,1000,2017-08-14 00:00:00,285122017,29028,10592
050021,"933466",ZC,1000,2018-01-01 00:00:00,285122023,29028,10592
050021,"933500",C ,4500,2017-08-07 00:00:00,288400987,29028,10616
050021,"933562",F ,5000,2017-07-31 00:00:00,288400990,29028,10659
050021,"934305",AD,1000,2017-08-21 00:00:00,288400991,29028,10859
050021,"95-7597-2",G ,2000,2017-10-18 00:00:00,288400992,29028,11277
050021,"95-8338-2",E ,1000,2017-10-09 00:00:00,288425074,29028,11288
050021,"95-8338-2",E ,1000,2017-10-18 00:00:00,288425075,29028,11288
050021,"95-8338-2",E ,1000,2017-10-30 00:00:00,288425076,29028,11288
050021,"95-8338-2",E ,1000,2017-11-17 00:00:00,288425077,29028,11288
050021,"95-8397-1",E ,1800,2017-08-21 00:00:00,288410947,29028,11298
050021,"96-8331-2",C ,2000,2017-09-19 00:00:00,288425079,29028,11380
050021,"96-8331-2",C ,2000,2017-10-16 00:00:00,288425081,29028,11380
050021,"96-8331-2",C ,2000,2017-10-30 00:00:00,288425082,29028,11380
050021,"96-8331-2",C ,2000,2017-12-15 00:00:00,288425083,29028,11380
050021,"96-8397-1",F ,2000,2017-09-18 00:00:00,288410963,29028,11385
050021,"96-8397-1",F ,2000,2017-10-02 00:00:00,288410964,29028,11385
050021,"96-8397-1",F ,2000,2017-10-23 00:00:00,288410965,29028,11385
050021,"96-8397-1",F ,2000,2017-11-17 00:00:00,288410966,29028,11385
050021,"97-8353-1",L ,1000,2017-09-18 00:00:00,286593768,29028,11547
050021,"97-8396-1",P ,160,2018-01-22 00:00:00,286671920,29028,11557
050021,"A13513XM",R ,2000,2017-08-21 00:00:00,288410967,29028,27450
050021,"A14120XJ",K ,5000,2017-08-21 00:00:00,288410968,29028,27273
050021,"A14350XG1",J ,5000,2018-04-25 00:00:00,288019826,29028,48265
050021,"A18146XX",J ,1000,2017-09-18 00:00:00,288410971,29028,27280
050021,"A18146XX",J ,1000,2017-12-18 00:00:00,288410972,29028,27280
050021,"A18461XX",K ,1000,2018-02-19 00:00:00,281758177,29028,33752
050021,"A18466XX",L ,1000,2018-01-22 00:00:00,288410970,29028,33687
050021,"B13592XP",R ,5000,2017-12-15 00:00:00,288422183,29028,48218
050021,"B14109XJ",M ,4000,2017-09-15 00:00:00,284992630,29028,48208
050021,"B14413XH",M ,5000,2017-10-20 00:00:00,287624073,29028,48209
050047,"201237",B ,28000,2017-09-11 00:00:00,288393421,32292,33282
050047,"201237",B ,28000,2017-09-25 00:00:00,288393425,32292,33282
050047,"201237",B ,28000,2017-10-02 00:00:00,288393427,32292,33282
050047,"201237",B ,28000,2017-10-16 00:00:00,288393429,32292,33282
050047,"201237",B ,28000,2017-10-23 00:00:00,288393431,32292,33282
050047,"201237",B ,28000,2017-11-06 00:00:00,288393433,32292,33282
050047,"201237",B ,28000,2017-11-13 00:00:00,288393435,32292,33282
050048,"31169-1141",A ,25,2017-10-27 00:00:00,288421137,32296,44263
050048,"31169-1141",A ,25,2018-01-29 00:00:00,288421233,32296,44263
050048,"31169-1141",A ,25,2018-05-31 00:00:00,288421410,32296,44263
050048,"31169-1141",A ,25,2018-11-02 00:00:00,288421437,32296,44263
050048,"31169-1141",A ,25,2018-11-29 00:00:00,288421471,32296,44263
050048,"31169-1141",A ,50,2017-06-13 00:00:00,288421026,32296,44263
050048,"31169-1141",A ,50,2018-02-20 00:00:00,288421266,32296,44263
050048,"31169-1141",A ,50,2018-03-28 00:00:00,288421306,32296,44263
050048,"31169-1141",A ,50,2018-04-30 00:00:00,288421343,32296,44263
050048,"31169-1141",A ,50,2018-05-24 00:00:00,288421374,32296,44263
050048,"31169-1141",A ,75,2017-11-16 00:00:00,288421172,32296,44263
050048,"31169-1141",A ,75,2017-12-27 00:00:00,288421200,32296,44263
050048,"31169-1141",A ,100,2017-10-17 00:00:00,288421097,32296,44263
050048,"31169-1141",A ,225,2017-09-22 00:00:00,288421062,32296,44263
050083,"02-2011-05",W ,1000,2017-08-08 00:00:00,288402967,32534,284
050083,"02-2011-05",W ,1000,2017-09-18 00:00:00,288402983,32534,284
050083,"02-2011-05",W ,1000,2017-10-31 00:00:00,288402999,32534,284
050083,"02-2011-05",W ,1000,2017-12-19 00:00:00,288403009,32534,284
050083,"02-2011-05",W ,1000,2018-02-13 00:00:00,288403020,32534,284
050083,"02-2011-05",W ,1000,2018-04-09 00:00:00,288403033,32534,284
