TYPE,JADE ORDER ITEM INDEX,JADE ORDER INDEX,ITEM LINE NUM,FS PO NUMBER,DUE DATE,VENDOR CODE,ITEM NUMBER,ITEM REV,ORDER QTY,TIMESTAMP,PO LINE KEY,ERROR,RECV QTY,LOT NUMBER,WAREHOUSE,SCAC,TRACK
"POREQ","","","2","PS-032117-35","2017-06-05 00:00:00","11425","201215","AJ","30000","","284115783","","","","","",""
"POREQ","","","4","PS-032117-35","2017-06-05 00:00:00","11425","201217","AC","30000","","284115803","","","","","",""
"POREQ","","","5","PS-032117-35","2017-07-03 00:00:00","11425","201218","AC","10000","","288001529","","","","","",""
"POREQ","","","5","PS-032117-35","2017-07-10 00:00:00","11425","201218","AC","20000","","288001530","","","","","",""
"POREQ","","","5","PS-032117-35","2017-07-17 00:00:00","11425","201218","AC","20000","","288001531","","","","","",""
"POREQ","","","5","PS-032117-35","2017-05-01 00:00:00","11425","201218","AC","20000","","284115808","","","","","",""
"POREQ","","","5","PS-032117-35","2017-05-08 00:00:00","11425","201218","AC","30000","","284115809","","","","","",""
"POREQ","","","5","PS-032117-35","2017-05-15 00:00:00","11425","201218","AC","30000","","284115810","","","","","",""
"POREQ","","","5","PS-032117-35","2017-05-22 00:00:00","11425","201218","AC","30000","","284115811","","","","","",""
"POREQ","","","5","PS-032117-35","2017-05-29 00:00:00","11425","201218","AC","30000","","284115812","","","","","",""
"POREQ","","","5","PS-032117-35","2017-06-02 00:00:00","11425","201218","AC","30000","","284115813","","","","","",""
"POREQ","","","1","POBK-032217-01","2017-06-23 00:00:00","11452","FA5571","* ","1000","","284321057","","","","","",""
"POREQ","","","1","POBK-032217-01","2017-08-18 00:00:00","11452","FA5571","* ","1000","","284321058","","","","","",""
"POREQ","","","1","POBK-032217-01","2017-10-10 00:00:00","11452","FA5571","* ","1000","","284321059","","","","","",""
"POREQ","","","1","POBK-032417-01","2017-12-28 00:00:00","10047","02-1088-18","AW","20","","284528176","","","","","",""
"POREQ","","","1","POBK-032417-01","2017-12-12 00:00:00","10047","02-1088-18","AW","40","","284528174","","","","","",""
"POREQ","","","1","POBK-032417-01","2017-12-19 00:00:00","10047","02-1088-18","AW","40","","284528175","","","","","",""
"POREQ","","","1","POBK-032417-01","2018-02-13 00:00:00","10047","02-1088-18","AW","60","","288001558","","","","","",""
"POREQ","","","1","POBK-032417-01","2018-01-11 00:00:00","10047","02-1088-18","AW","100","","286198328","","","","","",""
"POREQ","","","1","POBK-032417-03","2017-07-25 00:00:00","98867","02-2042-70","CC","1000","","288001562","","","","","",""
"POREQ","","","1","POBK-032417-04","2017-05-30 00:00:00","1365","02-4390-10","AL","50","","284528179","","","","","",""
"POREQ","","","1","POBK-032417-04","2017-06-06 00:00:00","1365","02-4390-10","AL","50","","285431305","","","","","",""
"POREQ","","","1","POBK-032417-04","2017-07-18 00:00:00","1365","02-4390-10","AL","50","","287515074","","","","","",""
"POREQ","","","1","POBK-032417-06","2017-06-06 00:00:00","10037","23081-1001","E ","300","","284528180","","","","","",""
"POREQ","","","1","POBK-032417-06","2017-08-08 00:00:00","10037","23081-1001","E ","300","","288306453","","","","","",""
"POREQ","","","1","POBK-032417-07","2017-07-14 00:00:00","880002","33075-11","R ","1475","","284528083","","","","","",""
"POREQ","","","1","POBK-032417-07","2018-03-22 00:00:00","880002","33075-11","R ","5000","","285291520","","","","","",""
"POREQ","","","1","POBK-032417-08","2017-07-13 00:00:00","10058","56-772500","A ","500","","287515204","","","","","",""
"POREQ","","","1","POBK-033017-01","2017-06-05 00:00:00","98867","02-2043-24","AV","1000","","284802549","","","","","",""
"POREQ","","","1","POBK-033017-02","2017-06-05 00:00:00","98867","02-2090-21","T ","1000","","284802550","","","","","",""
"POREQ","","","1","POBK-033017-03","2017-07-21 00:00:00","10038","02-3102-09","AH","500","","284802551","","","","","",""
"POREQ","","","1","POBK-033017-03","2017-10-26 00:00:00","10038","02-3102-09","AH","500","","284802552","","","","","",""
"POREQ","","","1","POBK-033017-04","2017-06-26 00:00:00","1365","02-4390-08","AL","50","","286198340","","","","","",""
"POREQ","","","1","POBK-033017-05","2017-06-29 00:00:00","10107","23046-1230","B ","50","","285078198","","","","","",""
"POREQ","","","1","POBK-033117-01","2017-10-09 00:00:00","98859","23080-1040","M ","10","","285078047","","","","","",""
"POREQ","","","1","POBK-040617-03","2017-06-28 00:00:00","10058","205315","A ","1000","","288122462","","","","","",""
"POREQ","","","1","POBK-041017-01","2017-05-31 00:00:00","10047","02-1088-28","AW","50","","285571535","","","","","",""
"POREQ","","","1","POBK-041017-01","2017-06-06 00:00:00","10047","02-1088-28","AW","50","","285571536","","","","","",""
"POREQ","","","1","POBK-041017-01","2017-07-18 00:00:00","10047","02-1088-28","AW","50","","288001559","","","","","",""
"POREQ","","","1","POBK-041017-01","2017-06-27 00:00:00","10047","02-1088-28","AW","100","","286198329","","","","","",""
"POREQ","","","1","POBK-041017-02","2017-07-06 00:00:00","11252","05-543053","N ","5400","","288001567","","","","","",""
"POREQ","","","1","POBK-041017-03","2017-05-22 00:00:00","880002","26602-7","AC","12500","","285431327","","","","","",""
"POREQ","","","1","POBK-041017-03","2017-07-10 00:00:00","880002","26602-7","AC","12500","","285431328","","","","","",""
"POREQ","","","1","POBK-041017-04","2017-06-22 00:00:00","10037","23073-1013","AA","20","","285571538","","","","","",""
"POREQ","","","1","POBK-041017-04","2017-07-13 00:00:00","10037","23073-1013","AA","20","","286405945","","","","","",""
"POREQ","","","1","POBK-041017-04","2017-07-06 00:00:00","10037","23073-1013","AA","40","","286405973","","","","","",""
"POREQ","","","1","POBK-041017-04","2017-08-10 00:00:00","10037","23073-1013","AA","40","","288306446","","","","","",""
"POREQ","","","1","POBK-041217-01","2017-06-02 00:00:00","30592","826038","G ","5000","","285571344","","","","","",""
"POREQ","","","1","POBK-041217-01","2017-07-03 00:00:00","30592","826038","G ","5000","","285571351","","","","","",""
"POREQ","","","1","POBK-041217-03","2017-07-18 00:00:00","10164","205303","B ","1000","","288122461","","","","","",""
"POREQ","","","1","POBK-041217-03","2017-07-21 00:00:00","10164","205303","B ","1000","","288305718","","","","","",""
"POREQ","","","1","POBK-041217-03","2017-06-28 00:00:00","10164","205303","B ","2000","","285571527","","","","","",""
"POREQ","","","1","POBK-041217-03","2017-07-12 00:00:00","10164","205303","B ","2000","","287881993","","","","","",""
"POREQ","","","1","POBK-041217-02","2017-08-17 00:00:00","10103","23046-1005","P ","9","","285919358","","","","","",""
"POREQ","","","1","POBK-041217-02","2017-09-28 00:00:00","10103","23046-1005","P ","9","","288306443","","","","","",""
"POREQ","","","1","POBK-041217-04","2017-08-11 00:00:00","10104","23072-1000","AF","30","","285919359","","","","","",""
"POREQ","","","1","POBK-041217-04","2017-08-24 00:00:00","10104","23072-1000","AF","30","","287003864","","","","","",""
"POREQ","","","1","POBK-041217-04","2017-09-18 00:00:00","10104","23072-1000","AF","30","","287515088","","","","","",""
"POREQ","","","1","POBK-041217-04","2017-08-14 00:00:00","10104","23072-1000","AF","70","","287003863","","","","","",""
"POREQ","","","1","POBK-041717-02","2017-07-05 00:00:00","10046","31169-1152","A ","20","","285988191","","","","","",""
"POREQ","","","1","POBK-041717-03","2017-06-14 00:00:00","10047","31169-1236","C ","40","","285988192","","","","","",""
"POREQ","","","1","POBK-041717-04","2017-06-21 00:00:00","10071","31169-1495","G ","10","","285988200","","","","","",""
"POREQ","","","1","POBK-041717-04","2017-12-04 00:00:00","10071","31169-1495","G ","10","","285988195","","","","","",""
"POREQ","","","1","POBK-041717-04","2018-01-29 00:00:00","10071","31169-1495","G ","10","","285988196","","","","","",""
"POREQ","","","1","POBK-041717-04","2018-03-28 00:00:00","10071","31169-1495","G ","10","","285988197","","","","","",""
"POREQ","","","1","POBK-041717-04","2017-09-25 00:00:00","10071","31169-1495","G ","20","","285988201","","","","","",""
"POREQ","","","1","POBK-041717-04","2017-10-02 00:00:00","10071","31169-1495","G ","20","","285988193","","","","","",""
"POREQ","","","1","POBK-041717-04","2017-10-09 00:00:00","10071","31169-1495","G ","20","","285988194","","","","","",""
"POREQ","","","1","POBK-041717-05","2017-06-14 00:00:00","10052","31169-2071","B ","500","","285988198","","","","","",""
"POREQ","","","1","POBK-041917-01","2017-05-08 00:00:00","11339","90-0060-23","B ","5000","","286057772","","","","","",""
"POREQ","","","1","POBK-041917-01","2017-09-25 00:00:00","11339","90-0060-23","B ","5000","","286057773","","","","","",""
"POREQ","","","1","POBK-041917-01","2018-01-26 00:00:00","11339","90-0060-23","B ","5000","","286057774","","","","","",""
"POREQ","","","3","POBK-041917-01","2017-10-02 00:00:00","11339","90-0060-10","B ","10000","","286057781","","","","","",""
"POREQ","","","1","POBK-042117-02","2017-06-26 00:00:00","10047","02-1088-30","AW","50","","286405911","","","","","",""
"POREQ","","","1","POBK-042117-03","2017-06-26 00:00:00","1365","02-4390-17","AL","10","","286405946","","","","","",""
"POREQ","","","1","POBK-042417-01","2017-06-20 00:00:00","10035","28-551899","B ","100","","286473813","","","","","",""
"POREQ","","","1","POBK-042417-01","2017-07-13 00:00:00","10035","28-551899","B ","100","","287515189","","","","","",""
"POREQ","","","1","POBK-042417-02","2017-06-19 00:00:00","10100","30089-1640","A ","200","","286473833","","","","","",""
"POREQ","","","1","POBK-042517-01","2017-07-18 00:00:00","10047","645413-1","F ","20","","286473790","","","","","",""
"POREQ","","","1","POBK-042517-01","2017-10-23 00:00:00","10047","645413-1","F ","20","","286473791","","","","","",""
"POREQ","","","1","POBK-042517-02","2017-06-19 00:00:00","11452","MS24694-S51","2 ","2000","","286542430","","","","","",""
"POREQ","","","1","POBK-042617-01","2017-07-03 00:00:00","880002","515237-1","D ","2500","","286542280","","","","","",""
"POREQ","","","1","POBK-042617-01","2017-10-03 00:00:00","880002","515237-1","D ","2500","","286541724","","","","","",""
"POREQ","","","1","POBK-042717-02","2017-06-01 00:00:00","880002","26352-5","AA","10000","","286608734","","","","","",""
"POREQ","","","1","POBK-042717-02","2017-07-03 00:00:00","880002","26352-5","AA","20000","","286608735","","","","","",""
"POREQ","","","1","POBK-042717-02","2017-08-31 00:00:00","880002","26352-5","AA","20000","","286608736","","","","","",""
"POREQ","","","1","POBK-042817-01","2017-07-05 00:00:00","880006","67620202-1","C ","600","","286674964","","","","","",""
"POREQ","","","1","POBK-042817-01","2017-12-01 00:00:00","880006","67620202-1","C ","1800","","286674972","","","","","",""
"POREQ","","","1","POBK-042817-01","2017-10-10 00:00:00","880006","67620202-1","C ","3600","","286674967","","","","","",""
"POREQ","","","1","POBK-042817-01","2017-12-15 00:00:00","880006","67620202-1","C ","3600","","287452840","","","","","",""
"POREQ","","","1","POBK-042817-01","2017-11-09 00:00:00","880006","67620202-1","C ","5400","","286674971","","","","","",""
"POREQ","","","1","POBK-042817-01","2017-09-08 00:00:00","880006","67620202-1","C ","7200","","286674966","","","","","",""
"POREQ","","","1","POBK-042817-01","2017-08-01 00:00:00","880006","67620202-1","C ","10800","","286674965","","","","","",""
"POREQ","","","1","POBK-042817-02","2017-06-16 00:00:00","98867","MPS1700007-1.2","C ","1000","","286675106","","","","","",""
"POREQ","","","1","POBK-042817-02","2017-06-27 00:00:00","98867","MPS1700007-1.2","C ","1000","","286675107","","","","","",""
"POREQ","","","1","POBK-042817-02","2017-07-10 00:00:00","98867","MPS1700007-1.2","C ","1000","","286675108","","","","","",""
"POREQ","","","1","POBK-042817-02","2017-09-08 00:00:00","98867","MPS1700007-1.2","C ","1000","","286675110","","","","","",""
"POREQ","","","1","POBK-042817-02","2017-10-10 00:00:00","98867","MPS1700007-1.2","C ","1000","","286675111","","","","","",""
"POREQ","","","1","POBK-042817-02","2017-12-01 00:00:00","98867","MPS1700007-1.2","C ","1000","","286675113","","","","","",""
"POREQ","","","1","POBK-042817-02","2017-08-01 00:00:00","98867","MPS1700007-1.2","C ","2000","","286675109","","","","","",""
"POREQ","","","1","POBK-050217-01","2017-08-16 00:00:00","10047","30076-3090","C ","165","","287003614","","","","","",""
"POREQ","","","2","PO-050317-04","2017-06-23 00:00:00","11425","203004B","AC","10000","","287003899","","","","","",""
"POREQ","","","2","PO-050317-04","2017-07-28 00:00:00","11425","203004B","AC","10000","","288001536","","","","","",""
"POREQ","","","1","PO-050317-04","2017-07-28 00:00:00","11425","203005B","AC","10000","","288001537","","","","","",""
"POREQ","","","1","PO-050317-04","2017-05-11 00:00:00","11425","203005B","AC","49500","","287003898","","","","","",""
"POREQ","","","2","PO-050317-09","2017-06-13 00:00:00","11339","94-0060-17","H ","20000","","287132195","","","","","",""
"POREQ","","","1","POBK-050317-01","2017-09-14 00:00:00","98607","23080-3040","G ","7","","288001583","","","","","",""
"POREQ","","","1","POBK-050317-01","2017-08-21 00:00:00","98607","23080-3040","G ","87","","287068186","","","","","",""
"POREQ","","","2","PO-050317-10","2017-07-21 00:00:00","11505","201007","F ","20000","","287132197","","","","","",""
"POREQ","","","1","POBK-050417-01","2017-06-20 00:00:00","98867","02-2042-45","CC","1000","","287131982","","","","","",""
"POREQ","","","1","POBK-050517-01","2017-05-15 00:00:00","880002","46606-2","D ","250000","","287325362","","","","","",""
"POREQ","","","1","POBK-050517-01","2017-08-28 00:00:00","880002","46606-2","D ","250000","","287325363","","","","","",""
"POREQ","","","1","PO-050917-203293","2017-05-09 00:00:00","V0018","203293","* ","1500","","287389809","","","","","",""
"POREQ","","","1","PO-050917-203293","2017-06-12 00:00:00","V0018","203293","* ","1500","","287389810","","","","","",""
"POREQ","","","1","POBK-050917-01","2017-10-09 00:00:00","880001","2711073-2","D ","5","","287389838","","","","","",""
"POREQ","","","1","POBK-050917-01","2017-09-04 00:00:00","880001","2711073-2","D ","7","","287389837","","","","","",""
"POREQ","","","1","POBK-050917-01","2017-11-20 00:00:00","880001","2711073-2","D ","7","","287389839","","","","","",""
"POREQ","","","1","POBK-050917-01","2017-08-15 00:00:00","880001","2711073-2","D ","31","","287389836","","","","","",""
"POREQ","","","1","POBK-051017-01","2017-06-26 00:00:00","10047","02-1088-11","AW","20","","287514904","","","","","",""
"POREQ","","","1","POBK-051117-01","2017-07-13 00:00:00","10038","02-3102-10","AH","100","","287761052","","","","","",""
"POREQ","","","1","POBK-051117-01","2017-08-24 00:00:00","10038","02-3102-10","AH","100","","287761053","","","","","",""
"POREQ","","","1","POBK-051117-01","2017-11-02 00:00:00","10038","02-3102-10","AH","100","","287761054","","","","","",""
"POREQ","","","1","POBK-051117-01","2017-12-28 00:00:00","10038","02-3102-10","AH","100","","287761055","","","","","",""
"POREQ","","","1","POBK-051117-01","2018-03-22 00:00:00","10038","02-3102-10","AH","100","","287761056","","","","","",""
"POREQ","","","1","POBK-051117-01","2018-05-11 00:00:00","10038","02-3102-10","AH","100","","287761230","","","","","",""
"POREQ","","","1","POBK-051117-02","2017-07-21 00:00:00","10046","23046-1322","M ","100","","287761098","","","","","",""
"POREQ","","","1","POBK-051117-03","2017-07-17 00:00:00","10107","31169-1955","D ","10","","287761221","","","","","",""
"POREQ","","","1","POBK-051217-02","2017-09-15 00:00:00","98867","28000-230-8","D ","100","","287577122","","","","","",""
"POREQ","","","1","POBK-051217-02","2017-07-14 00:00:00","98867","28000-230-8","D ","200","","287577120","","","","","",""
"POREQ","","","1","POBK-051217-02","2017-11-17 00:00:00","98867","28000-230-8","D ","200","","287577123","","","","","",""
"POREQ","","","1","POBK-051217-02","2017-12-19 00:00:00","98867","28000-230-8","D ","200","","287577124","","","","","",""
"POREQ","","","1","POBK-051217-02","2018-03-16 00:00:00","98867","28000-230-8","D ","200","","287577125","","","","","",""
"POREQ","","","1","POBK-051217-02","2017-06-16 00:00:00","98867","28000-230-8","D ","200","","287577119","","","","","",""
"POREQ","","","1","POBK-051217-02","2017-08-18 00:00:00","98867","28000-230-8","D ","300","","287577121","","","","","",""
"POREQ","","","1","POBK-051217-03","2017-06-05 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577181","","","","","",""
"POREQ","","","1","POBK-051217-03","2017-07-20 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577184","","","","","",""
"POREQ","","","1","POBK-051217-03","2017-09-06 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577185","","","","","",""
"POREQ","","","1","POBK-051217-03","2017-10-02 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577186","","","","","",""
"POREQ","","","1","POBK-051217-03","2017-10-17 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577187","","","","","",""
"POREQ","","","1","POBK-051217-03","2017-11-20 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577188","","","","","",""
"POREQ","","","1","POBK-051217-03","2018-01-01 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577189","","","","","",""
"POREQ","","","1","POBK-051217-03","2018-02-05 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577190","","","","","",""
"POREQ","","","1","POBK-051217-03","2018-03-05 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577191","","","","","",""
"POREQ","","","1","POBK-051217-03","2018-04-02 00:00:00","98867","MPS1700024-1.1","C ","1000","","287577192","","","","","",""
"POREQ","","","1","POBK-051217-04","2017-06-27 00:00:00","98867","MPS1700007-1.1","C ","1000","","287577220","","","","","",""
"POREQ","","","1","POBK-051217-04","2017-07-10 00:00:00","98867","MPS1700007-1.1","C ","1000","","287577221","","","","","",""
"POREQ","","","1","POBK-051217-04","2017-08-01 00:00:00","98867","MPS1700007-1.1","C ","1000","","287577222","","","","","",""
"POREQ","","","1","POBK-051217-04","2017-10-10 00:00:00","98867","MPS1700007-1.1","C ","1000","","287577224","","","","","",""
"POREQ","","","1","POBK-051217-04","2017-12-01 00:00:00","98867","MPS1700007-1.1","C ","1000","","287577225","","","","","",""
"POREQ","","","1","POBK-051217-04","2017-09-04 00:00:00","98867","MPS1700007-1.1","C ","2000","","287577223","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-09-13 00:00:00","98867","S8192-81AAL031","NG","45","","287577213","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-08-23 00:00:00","98867","S8192-81AAL031","NG","90","","287577210","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-10-20 00:00:00","98867","S8192-81AAL031","NG","90","","287577217","","","","","",""
"POREQ","","","1","POBK-051217-05","2018-01-02 00:00:00","98867","S8192-81AAL031","NG","90","","287577218","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-08-30 00:00:00","98867","S8192-81AAL031","NG","135","","287577211","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-09-20 00:00:00","98867","S8192-81AAL031","NG","135","","287577214","","","","","",""
"POREQ","","","1","POBK-051217-05","2018-02-02 00:00:00","98867","S8192-81AAL031","NG","135","","287577219","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-07-27 00:00:00","98867","S8192-81AAL031","NG","180","","287577208","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-08-15 00:00:00","98867","S8192-81AAL031","NG","180","","287577209","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-09-27 00:00:00","98867","S8192-81AAL031","NG","180","","287577215","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-07-03 00:00:00","98867","S8192-81AAL031","NG","225","","287577207","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-10-11 00:00:00","98867","S8192-81AAL031","NG","225","","287577216","","","","","",""
"POREQ","","","1","POBK-051217-05","2017-09-06 00:00:00","98867","S8192-81AAL031","NG","270","","287577212","","","","","",""
"POREQ","","","1","POBK-051517-01","2017-10-18 00:00:00","98859","23032-2131","AV","17","","287882116","","","","","",""
"POREQ","","","1","POBK-051517-01","2017-11-07 00:00:00","98859","23032-2131","AV","32","","288306432","","","","","",""
"POREQ","","","1","POBK-051617-01","2017-05-31 00:00:00","10037","31777-1150","- ","4","","287822318","","","","","",""
"POREQ","","","1","POBK-051617-02","2017-07-18 00:00:00","880006","46604-10","AB","5000","","287822322","","","","","",""
"POREQ","","","1","POBK-051617-02","2017-09-04 00:00:00","880006","46604-10","AB","5000","","287822323","","","","","",""
"POREQ","","","1","POBK-051817-04","2017-08-17 00:00:00","880006","2711187-1","E ","4000","","287942182","","","","","",""
"POREQ","","","1","POBK-051817-04","2017-10-13 00:00:00","880006","2711187-1","E ","4000","","287942183","","","","","",""
"POREQ","","","1","POBK-051917-01","2017-07-20 00:00:00","11252","05-544002","E ","6696","","288121793","","","","","",""
"POREQ","","","1","POBK-051917-02","2017-07-21 00:00:00","98867","05-555952","G ","1000","","288121794","","","","","",""
"POREQ","","","1","POBK-051917-03","2017-07-21 00:00:00","10046","23032-1850","K ","250","","288121795","","","","","",""
"POREQ","","","1","POBK-051917-04","2017-09-29 00:00:00","98607","23078-1817","D ","6","","288121798","","","","","",""
"POREQ","","","1","POBK-051917-04","2017-09-22 00:00:00","98607","23078-1817","D ","8","","288121797","","","","","",""
"POREQ","","","1","POBK-051917-05","2017-08-02 00:00:00","10037","23080-3021","D ","200","","288121799","","","","","",""
"POREQ","","","1","POBK-051917-08","2017-05-31 00:00:00","1502","30-620040","J ","145","","288121813","","","","","",""
"POREQ","","","3","PO-051917-12","2017-07-18 00:00:00","11339","86-0060-22","M ","20000","","288001729","","","","","",""
"POREQ","","","1","PO-051917-12","2017-07-18 00:00:00","11339","86-0060-14","H ","20000","","288001726","","","","","",""
"POREQ","","","2","PO-051917-12","2017-07-18 00:00:00","11339","86-0060-20","E ","45000","","288001727","","","","","",""
"POREQ","","","1","POBK-051917-09","2017-07-25 00:00:00","10071","31169-1496","G ","10","","288121826","","","","","",""
"POREQ","","","1","POBK-051917-09","2017-12-29 00:00:00","10071","31169-1496","G ","10","","288121804","","","","","",""
"POREQ","","","1","POBK-051917-09","2018-02-06 00:00:00","10071","31169-1496","G ","10","","288121806","","","","","",""
"POREQ","","","1","POBK-051917-09","2018-02-20 00:00:00","10071","31169-1496","G ","10","","288121807","","","","","",""
"POREQ","","","1","POBK-051917-09","2018-03-28 00:00:00","10071","31169-1496","G ","10","","288121808","","","","","",""
"POREQ","","","1","POBK-051917-09","2018-04-30 00:00:00","10071","31169-1496","G ","10","","288121810","","","","","",""
"POREQ","","","1","POBK-051917-09","2017-09-25 00:00:00","10071","31169-1496","G ","20","","288121812","","","","","",""
"POREQ","","","1","POBK-051917-09","2017-10-02 00:00:00","10071","31169-1496","G ","20","","288121800","","","","","",""
"POREQ","","","1","POBK-051917-09","2017-10-09 00:00:00","10071","31169-1496","G ","20","","288121801","","","","","",""
"POREQ","","","1","POBK-051917-09","2018-01-08 00:00:00","10071","31169-1496","G ","40","","288121805","","","","","",""
"POREQ","","","1","POBK-051917-11","2017-07-21 00:00:00","12193","201078","AC","35000","","288001736","","","","","",""
"POREQ","","","1","PS-052317-933279","2017-10-13 00:00:00","10457","933279","B ","2750","","288122446","","","","","",""
"POREQ","","","1","PS-052317-933279","2017-07-20 00:00:00","10457","933279","B ","3000","","288122443","","","","","",""
"POREQ","","","1","PS-052317-933279","2017-08-11 00:00:00","10457","933279","B ","3000","","288122444","","","","","",""
"POREQ","","","1","PS-052317-933279","2017-09-13 00:00:00","10457","933279","B ","3000","","288122445","","","","","",""
"POREQ","","","1","POBK-052417-01","2017-06-01 00:00:00","12091","963004","A ","3000","","288184018","","","","","",""
"POREQ","","","1","POBK-052417-02","2017-06-01 00:00:00","12091","963001","A ","3000","","288184019","","","","","",""
"POREQ","","","1","POBK-052617-01","2017-09-18 00:00:00","30226","308333","A ","100","","288305594","","","","","",""
"POREQ","","","1","POBK-052617-04","2017-09-19 00:00:00","30060","2-7000-14","D ","12000","","288306486","","","","","",""
"POREQ","","","1","POBK-052617-04","2017-10-16 00:00:00","30060","2-7000-14","D ","12000","","288306487","","","","","",""
"POREQ","","","1","POBK-052617-04","2017-10-23 00:00:00","30060","2-7000-14","D ","12000","","288306488","","","","","",""
